Template;Screen Name;Stance;SCM Shop;LoA;Equipment Type;World Level;Excluded;Item Set;Item Type;Rarity;Material;TN Stance;Req. Stat;Icon;Variants
bw_un_seck_str;Seck Battle Bow;Ranger;v_r_bw_s;;weapon;;excluded;;bw;unique;;;multi;b_gui_ig_i_w_bow_055;
rock_krug;Rock;Ranger;x_excluded;;weapon;;excluded;;;;;;;;
cb_g_c_r_1h_avg;Cudgel;Fighter;v_f_cdhss;;weapon;;;;cb;;;;;b_gui_ig_i_w_clb_007;base, c_fin, o_avg, o_fin
cb_g_c_r_1h_fun;Rock Club;Fighter;v_f_cdhss;;weapon;;;;cb;;;;;b_gui_ig_i_w_clb_008;
cb_g_c_r_1h_low;Bone Club;Fighter;v_f_cdhss;;weapon;;;;cb;;;;;b_gui_ig_i_w_clb_001;
cb_g_d_r_1h_avg;Spiked Club;Fighter;v_f_cdhss;;weapon;;;;cb;;;;;b_gui_ig_i_w_clb_002;
cb_g_d_r_1h_fun;Chair Leg;Fighter;v_f_cdhss;;weapon;;;;cb;;;;;b_gui_ig_i_w_clb_003;
cb_g_d_r_1h_low;Branch;Fighter;v_f_cdhss;;weapon;;;;cb;;;;;b_gui_ig_i_w_clb_005;
cb_un_1h_swanny;Swanny's Club;Fighter;v_f_cdhss;;weapon;;excluded;;cb;unique;;;str;b_gui_ig_i_w_clb_012;
cb_un_2h_cyclops;Massive Club;Fighter;v_f_cdhss;;weapon;;excluded;;cb;unique;;;str;b_gui_ig_i_w_clb_006;
cb_un_2h_horrid;Horrid Club;Fighter;v_f_cdhss;;weapon;;excluded;;cb;unique;;;str;b_gui_ig_i_w_clb_009;
cb_un_2h_troll;Troll Club;Fighter;v_f_cdhss;;weapon;;excluded;;cb;unique;;;str;b_gui_ig_i_w_clb_009;
cb_un_2h_troll_forest;Tree Club;Fighter;v_f_cdhss;;weapon;;excluded;;cb;unique;;;str;b_gui_ig_i_w_clb_009;
cb_un_2h_troll_rock;Rocky Club;Fighter;v_f_cdhss;;weapon;;excluded;;cb;unique;;;str;b_gui_ig_i_w_clb_009;
cb_un_2h_troll_swamp;Swamp Club;Fighter;v_f_cdhss;;weapon;;excluded;;cb;unique;;;str;b_gui_ig_i_w_clb_009;
dg_g_c_1h_avg;Dagger;Fighter;v_f_cdhss;;weapon;;;;dg;;;;;b_gui_ig_i_w_dgr_003;c_fin, c_mag, c_str
dg_g_c_1h_fun;Blunt Dagger;Fighter;v_f_cdhss;;weapon;;;;dg;;;;;b_gui_ig_i_w_dgr_001;
dg_g_c_1h_low;Rusty Dagger;Fighter;v_f_cdhss;;weapon;;;;dg;;;;;b_gui_ig_i_w_dgr_002;
dg_g_d_1h_fun;Knife;Fighter;v_f_cdhss;;weapon;;excluded;;dg;;;;;b_gui_ig_i_w_dgr_007;
hm_g_c_1h1m_avg;Hammer;Fighter;v_f_cdhss;;weapon;;;;hm;;;;;b_gui_ig_i_w_hmr_014;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
hm_g_c_1h1m_fun;Common Hammer;Fighter;v_f_cdhss;;weapon;;;;hm;;;;;b_gui_ig_i_w_hmr_013;
hm_g_c_1h1m_low;Worn Hammer;Fighter;v_f_cdhss;;weapon;;;;hm;;;;;b_gui_ig_i_w_hmr_012;
hm_g_c_2h1m_avg;Mallet;Fighter;v_f_cdhss2h;;weapon;;;;hm;;;;str;b_gui_ig_i_w_hmr_020;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
hm_g_c_2h1m_fun;Damaged Mallet;Fighter;v_f_cdhss2h;;weapon;;;;hm;;;;str;b_gui_ig_i_w_hmr_019;
hm_g_c_2h1m_low;Crude Mallet;Fighter;v_f_cdhss2h;;weapon;;;;hm;;;;str;b_gui_ig_i_w_hmr_018;
hm_g_c_2h2m_avg;Maul;Fighter;v_f_cdhss2h;;weapon;;;;hm;;;;str;b_gui_ig_i_w_hmr_038;base, c_fin, c_mag, c_str, o_mag, o_str
hm_g_c_2h2m_fun;Sledgehammer;Fighter;v_f_cdhss2h;;weapon;;;;hm;;;;str;b_gui_ig_i_w_hmr_037;
hm_ra_g_c_1h1m_fin;Head Hammer;Fighter;v_f_cdhss;;weapon;;;;hm;rare;;;str;b_gui_ig_i_w_hmr_045;base, c_mag, c_str, o_mag
hm_ra_g_c_2h1m_fin;Wound Mallet;Fighter;v_f_cdhss2h;;weapon;;;;hm;rare;;;str;b_gui_ig_i_w_hmr_048;base, c_mag, c_str, o_str
hm_ra_g_c_2h2m_fin;Head Ram;Fighter;v_f_cdhss2h;;weapon;;;;hm;rare;;;str;b_gui_ig_i_w_hmr_052;base, c_mag, o_str
mc_d_c_f_1h_str;Wing Mace;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_060;base
mc_d_c_s_1h_mag;Horned Mace;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_057;base
mc_g_c_f_1h_avg;Flanged Mace;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_046;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
mc_g_c_f_1h_fun;Worn Flanged Mace;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_048;
mc_g_c_f_1h_low;Bent Flanged Mace;Fighter;v_f_mc_n;;weapon;;;;mc;;;;;b_gui_ig_i_w_mce_045;
mc_g_c_m_1h_avg;Mace;Fighter;v_f_mc_n;;weapon;;;;mc;;;;;b_gui_ig_i_w_mce_040;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
mc_g_c_m_1h_fun;Dented Mace;Fighter;v_f_mc_n;;weapon;;;;mc;;;;;b_gui_ig_i_w_mce_042;
mc_g_c_m_1h_low;Chipped Mace;Fighter;v_f_mc_n;;weapon;;;;mc;;;;;b_gui_ig_i_w_mce_039;
mc_g_c_s_1h_avg;Spiked Mace;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_053;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
mc_g_c_s_1h_fun;Rusted Spiked Mace;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_052;
mc_g_c_s_1h_low;Dull Spiked Mace;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_051;
mc_ra_g_c_f_1h_fin;Mincemeat;Fighter;v_f_mc_s;;weapon;;;;mc;rare;;;str;b_gui_ig_i_w_mce_080;base, c_mag, c_str, o_avg, o_fin, o_mag
mc_ra_g_c_m_1h_fin;Squasher;Fighter;v_f_mc_s;;weapon;;;;mc;rare;;;str;b_gui_ig_i_w_mce_078;base, c_mag, c_str, o_avg, o_fin, o_str
mc_ra_g_c_s_1h_fin;Slaughter Rod;Fighter;v_f_mc_s;;weapon;;;;mc;rare;;;str;b_gui_ig_i_w_mce_086;base, c_str, o_avg, o_fin, o_mag, o_str
mc_sc_g_c_f_1h_fin;Icicle Mace;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_037;base
mc_sc_g_c_m_1h_fin;Regalia Scepter;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_028;base
mc_sc_g_c_m_1h_str;Lion Scepter;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_038;base
mc_sc_g_c_s_1h_fin;Crystal Scepter;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_036;base
mc_sc_g_o_f_1h_fin;Dragon Scepter;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_029;base
mc_sc_g_o_m_1h_avg;Regal Scepter;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_033;base
mc_sc_g_o_m_1h_fin;Eye Scepter;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_035;base
mc_sc_g_o_m_1h_str;Crown Scepter;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_034;base
mc_sc_un_bells;Bell Scepter;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_058;base
mc_sc_un_dolphin;Water Scepter;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_027;base
mc_sc_un_egypt;Cane Scepter;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_030;base
mc_sc_un_hand;Iron Scepter;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_032;base
mc_sc_un_horns;Tangled Scepter;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_061;base
mc_sc_un_jester;Masked Scepter;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_031;base
mc_sc_un_spider;Web Scepter;Fighter;v_f_mc_n;;weapon;;;;mc;;;;str;b_gui_ig_i_w_mce_059;base
temp_mc_g_c_f_1h_avg;Inferior Flanged Mace;Fighter;x_excluded;;weapon;;excluded;;;;;;;b_gui_ig_i_w_mce_008;
blacksmith_hammer;Blacksmith Hammer;Fighter;x_excluded;;weapon;;excluded;;;;;;;b_gui_ig_i_w_hmr_004;
fire_poker;Fire Poker;Fighter;x_any;;weapon;;excluded;;;;;;;b_gui_ig_i_w_msc_008;
meat_bone;Meat;Fighter;x_any;;weapon;;excluded;;;;;;;b_gui_ig_i_w_msc_007;
torch_small;Torch;Fighter;x_excluded;;weapon;;excluded;;;;;;;b_gui_ig_i_w_msc_013;
chicken_gun;Chicken Gun;Ranger;x_any;;weapon;;excluded;;;;;;multi;b_gui_ig_i_w_msc_009;
cw_g_c_l_p_avg;Long Crossbow;Ranger;v_r_cm;;weapon;;;;cw;;;;multi;b_gui_ig_i_w_csb_009;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
cw_g_c_m_p_avg;Medium Crossbow;Ranger;v_r_cm;;weapon;;;;cw;;;;multi;b_gui_ig_i_w_csb_001;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
cw_ra_g_c_l_p_fin;Punisher Crossbow;Ranger;v_r_cm;;weapon;;;;cw;rare;;;multi;b_gui_ig_i_w_csb_018;base, c_mag, c_str, o_avg, o_str
cw_ra_g_o_m_p_mag;Slayer Crossbow;Ranger;v_r_cm;;weapon;;;;cw;rare;;;multi;b_gui_ig_i_w_csb_017;base
minigun_dragon;Dragon Minigun;Ranger;v_r_cm;;weapon;;excluded;;minigun;;;;multi;b_gui_ig_i_w_msc_009;
minigun_flamethrower;Flamethrower;Ranger;v_r_cm;;weapon;;excluded;;minigun;;;;multi;b_gui_ig_i_w_msc_014;
minigun_grenade_launcher;Grenade Launcher;Ranger;v_r_cm;;weapon;;excluded;;minigun;;;;str;b_gui_ig_i_w_msc_015;
minigun_lightning;Lightning Gun;Ranger;v_r_cm;;weapon;;excluded;;minigun;;;;multi;b_gui_ig_i_w_msc_016;
hoe;Hoe;Fighter;x_any;;weapon;;excluded;;;;;;;b_gui_ig_i_w_msc_017;
pitchfork;Pitchfork;Fighter;x_any;;weapon;;excluded;;;;;;;b_gui_ig_i_w_msc_005;
pitchfork_dull;Dull Pitchfork;Fighter;x_any;;weapon;;excluded;;;;;;;b_gui_ig_i_w_msc_005;
rake;Rake;Fighter;x_any;;weapon;;excluded;;;;;;;b_gui_ig_i_w_msc_004;
shovel;Shovel;Fighter;x_any;;weapon;;excluded;;;;;;;b_gui_ig_i_w_msc_002;
st_g_c_b_avg;Bladed Staff;Mage;v_m_st_n;;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_116;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
st_g_c_b_fun;Gnarled Staff;Mage;v_m_st_n;;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_115;
st_g_c_b_low;Notched Staff;Mage;v_m_st_n;;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_114;
st_g_c_r_avg;Staff;Mage;v_m_st_n;;weapon;;;;st;;;;;b_gui_ig_i_w_stf_104;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
st_g_c_r_fun;Crooked Staff;Mage;v_m_st_n;;weapon;;;;st;;;;;b_gui_ig_i_w_stf_103;
st_g_c_r_low;Splintered Staff;Mage;v_m_st_n;;weapon;;;;st;;;;;b_gui_ig_i_w_stf_102;
st_g_c_s_avg;Steel Staff;Mage;v_m_st_n;;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_090;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
st_g_c_s_fun;Bent Staff;Mage;v_m_st_n;;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_099;
st_g_c_s_low;Warped Staff;Mage;v_m_st_n;;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_098;
st_g_d_r_avg;Walking Stick;Mage;v_m_st_n;;weapon;;;;st;;;;;b_gui_ig_i_w_stf_035;
st_g_o_b_fun;Knife Staff;Mage;v_m_st_n;;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_121;
st_g_o_b_low;Edge Staff;Mage;v_m_st_n;;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_120;
st_g_o_r_fun;Yearling Staff;Mage;v_m_st_n;;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_109;
st_g_o_r_low;Weathered Staff;Mage;v_m_st_n;;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_108;
st_g_o_s_fun;Eastern Staff;Mage;v_m_st_n;;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_101;
st_g_o_s_low;Charred Staff;Mage;v_m_st_n;;weapon;;;;st;;;;int;b_gui_ig_i_w_stf_100;
st_ra_g_c_b_fin;Destroyer;Mage;v_m_st_s;;weapon;;;;st;rare;;;int;b_gui_ig_i_w_stf_139;base, c_mag, c_str, o_avg, o_fin, o_mag, o_str
st_ra_g_c_s_fin;Leg Breaker;Mage;v_m_st_s;;weapon;;;;st;rare;;;int;b_gui_ig_i_w_stf_132;base, c_mag, c_str, o_avg, o_fin, o_mag, o_str
st_ra_g_o_r_avg;Cruel Staff;Mage;v_m_st_s;;weapon;;;;st;rare;;;int;b_gui_ig_i_w_stf_126;base, c_mag, c_str, o_fin, o_mag, o_str
st_ra_g_o_r_puller;Puller Staff;Mage;v_m_st_s;;weapon;;excluded;;st;rare;;;int;b_gui_ig_i_w_stf_126;base
st_un_axe_str;Axe Staff;Mage;v_m_st_s;;weapon;;;;st;unique;;;int;b_gui_ig_i_w_stf_078;base
st_un_b_glaive;Bladed Staff;Mage;v_m_st_s;;weapon;;;;st;unique;;;int;b_gui_ig_i_w_stf_087;base
st_un_b_hook;Hooked Staff;Mage;v_m_st_s;;weapon;;;;st;unique;;;int;b_gui_ig_i_w_stf_084;base
st_un_b_wing;Wing Staff;Mage;v_m_st_s;;weapon;;;;st;unique;;;int;b_gui_ig_i_w_stf_083;base
st_un_hand;Hand Staff;Mage;v_m_st_s;;weapon;;;;st;unique;;;int;b_gui_ig_i_w_stf_081;base
st_un_ice_c_d_b_avg;Ice Staff;Mage;v_m_st_s;;weapon;;excluded;;st;unique;;;int;b_gui_ig_i_w_stf_013;base
st_un_mc_s;Mace Staff;Mage;v_m_st_s;;weapon;;;;st;unique;;;int;b_gui_ig_i_w_stf_085;base
st_un_merik;Merik's Staff;Mage;x_excluded;;weapon;;excluded;;st;unique;;;int;b_gui_ig_i_w_stf_014;
st_un_pointy;Sharp Staff;Mage;v_m_st_s;;weapon;;;;st;unique;;;int;b_gui_ig_i_w_stf_089;base
st_un_pudgel;Pudgel Staff;Mage;v_m_st_s;;weapon;;;;st;unique;;;int;b_gui_ig_i_w_stf_079;base
st_un_reaper;Reaper;Mage;v_m_st_s;;weapon;;excluded;;st;unique;;;;b_gui_ig_i_w_stf_082;
st_un_seck_gom;Gom's Staff;Fighter;v_f_cdhss2h;;weapon;;excluded;;st;unique;;;str;b_gui_ig_i_w_stf_077;
st_un_seck_mage;Seck Mage Staff;Fighter;v_f_cdhss2h;;weapon;;excluded;;st;unique;;;str;b_gui_ig_i_w_stf_076;
st_un_skull;Skull Staff;Mage;v_m_st_s;;weapon;;;;st;unique;;;int;b_gui_ig_i_w_stf_080;base
st_un_tiger;Tiger Staff;Mage;v_m_st_s;;weapon;;;;st;unique;;;int;b_gui_ig_i_w_stf_088;base
st_un_toothpick;Pointed Staff;Mage;v_m_st_s;;weapon;;;;st;unique;;;int;b_gui_ig_i_w_stf_082;base
st_un_toreck;Sickle Staff;Fighter;v_f_cdhss2h;;weapon;;excluded;;st;unique;;;str;b_gui_ig_i_w_stf_010;
st_un_twirl;Twirled Staff;Mage;v_m_st_s;;weapon;;;;st;unique;;;int;b_gui_ig_i_w_stf_086;base
sd_g_c_bl_1h_avg;Full Blade;Fighter;v_f_sd_n;;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_014;base, c_fin, o_avg, o_fin
sd_g_c_bl_1h_low;Cracked Full Blade;Fighter;v_f_sd_n;;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_009;
sd_g_c_fa_1h_avg;Falchion;Fighter;v_f_sd_n;;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_058;c_fin, c_mag, c_str
sd_g_c_gl_1h_avg;Full Gladius;Fighter;v_f_sd_n;;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_012;base, o_avg, o_fin
sd_g_c_gl_1h_low;Blunt Full Gladius;Fighter;v_f_sd_n;;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_003;
sd_g_c_sc_1h_avg;Scimitar;Fighter;v_f_sd_n;;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_064;c_fin, c_mag, c_str
sd_g_c_sd_1h_avg;Long Sword;Fighter;v_f_sd_n;;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_017;base, c_fin, c_mag, c_str, o_avg
sd_g_c_sd_1h_fun;Pitted Long Sword;Fighter;v_f_sd_n;;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_019;
sd_g_c_sd_2h_avg;Great Sword;Fighter;v_f_sd2h_n;;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_035;base, c_fin, c_mag, c_str, o_avg
sd_g_c_sd_2h_fun;Damaged Great Sword;Fighter;v_f_sd2h_n;;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_023;
sd_g_c_sd_2h_fun_trog;Trog Great Sword;Fighter;v_f_sd2h_n;;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_023;base
sd_g_c_sd_2h_low;Dented Great Sword;Fighter;v_f_sd2h_n;;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_021;
sd_g_c_st_1h_avg;Steel;Fighter;v_f_sd_n;;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_015;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
sd_g_c_st_2h_avg;Great Steel;Fighter;v_f_sd2h_n;;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_034;base, c_fin, c_mag, c_str, o_avg, o_fin, o_mag, o_str
sd_g_c_st_2h_fun;Worn Great Steel;Fighter;v_f_sd2h_n;;weapon;;;;sd;;;;str;b_gui_ig_i_w_swd_022;
sd_ra_g_c_bl_1h_fin;Cruel Blade;Fighter;v_f_sd_s;;weapon;;;;sd;rare;;;str;b_gui_ig_i_w_swd_111;base
sd_ra_g_c_fa_1h_fin;Bone Cutter;Fighter;v_f_sd_s;;weapon;;;;sd;rare;;;str;b_gui_ig_i_w_swd_125;base, c_mag, c_str
sd_ra_g_c_sc_1h_fin;Gut Masher;Fighter;v_f_sd_s;;weapon;;;;sd;rare;;;str;b_gui_ig_i_w_swd_122;base, c_mag, c_str
sd_ra_g_c_sd_2h_fin;Lethal Sword;Fighter;v_f_sd2h_s;;weapon;;;;sd;rare;;;str;b_gui_ig_i_w_swd_035;base, c_mag, o_fin
sd_ra_g_o_bl_1h_avg;Vicious Blade;Fighter;v_f_sd_s;;weapon;;;;sd;rare;;;str;b_gui_ig_i_w_swd_014;base
sd_ra_g_o_gl_1h_avg;Finger Chopper;Fighter;v_f_sd_s;;weapon;;;;sd;rare;;;str;b_gui_ig_i_w_swd_110;base
sd_ra_g_o_sd_1h_avg;Head Splitter;Fighter;v_f_sd_s;;weapon;;;;sd;rare;;;str;b_gui_ig_i_w_swd_116;base, c_fin, c_mag, c_str, o_fin, o_mag, o_str
sd_ra_g_o_st_1h_fin;Steel Death;Fighter;v_f_sd_s;;weapon;;;;sd;rare;;;str;b_gui_ig_i_w_swd_112;base, c_str, o_str
sd_ra_g_o_st_2h_avg;Leg Cleaver;Fighter;v_f_sd2h_s;;weapon;;;;sd;rare;;;str;b_gui_ig_i_w_swd_129;base, c_fin, c_mag, o_str
sd_un_big_1h_d_jagged;Jagged Sword;Fighter;v_f_sd_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_074;base
sd_un_big_1h_d_square;Massive Sword;Fighter;v_f_sd_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_072;base
sd_un_big_1h_g_breaker;Sword Breaker;Fighter;v_f_sd_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_084;base
sd_un_big_1h_g_cleaver;Sickle Sword;Fighter;v_f_sd_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_083;base
sd_un_big_1h_g_flame;Cascade Sword;Fighter;v_f_sd_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_071;base
sd_un_big_1h_g_ornate;Starburst Sword;Fighter;v_f_sd_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_073;base
sd_un_big_2h_d_barbed;Barbed Sword;Fighter;v_f_sd2h_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_078;base
sd_un_big_2h_d_serrated;Serrated Sword;Fighter;v_f_sd2h_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_076;base
sd_un_big_2h_g_eye;Onyx Sword;Fighter;v_f_sd2h_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_087;base
sd_un_big_2h_g_fork;Snake Sword;Fighter;v_f_sd2h_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_077;base
sd_un_big_2h_g_split;Split Sword;Fighter;v_f_sd2h_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_075;base
sd_un_droog_1h_avg;Droog Sword;Fighter;v_f_sd_s;;weapon;;excluded;;sd;unique;;;str;b_gui_ig_i_w_swd_100;
sd_un_g_1h_angle;Edged Sword;Fighter;v_f_sd_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_079;base
sd_un_g_1h_phoenix;Phoenix Sword;Fighter;v_f_sd_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_088;base
sd_un_g_1h_twirl;Twisted Sword;Fighter;v_f_sd_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_090;base
sd_un_g_1h_wing;Dragon Wing;Fighter;v_f_sd_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_086;base
sd_un_g_2h_angle;Elegant Sword;Fighter;v_f_sd2h_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_080;base
sd_un_g_2h_ribbon;Union Sword;Fighter;v_f_sd2h_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_085;base
sd_un_g_2h_zap;Diamond Sword;Fighter;v_f_sd2h_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_089;base
sd_un_g_c_sd_1h_mag;Jewel Sword;Fighter;v_f_sd_s;;weapon;;;;sd;unique;;;str;b_gui_ig_i_w_swd_069;base
sd_un_ice_avg;Ice Sword;Fighter;v_f_sd_s;;weapon;;excluded;;sd;unique;;;str;b_gui_ig_i_w_swd_068;
sd_un_seck_1h_avg;Seck Sword;Fighter;v_f_sd_s;;weapon;;excluded;;sd;unique;;;str;b_gui_ig_i_w_swd_082;
sd_un_seck_1h_fin;Seck Elite Sword;Fighter;v_f_sd_s;;weapon;;excluded;;sd;unique;;;str;b_gui_ig_i_w_swd_081;
ss_g_c_bl_1h_avg;Blade;Fighter;v_f_ss;;weapon;;;;ss;;;;str;b_gui_ig_i_w_swd_007;base, o_avg
ss_g_c_bl_1h_fun;Dull Blade;Fighter;v_f_ss;;weapon;;;;ss;;;;str;b_gui_ig_i_w_swd_006;
ss_g_c_gl_1h_avg;Gladius;Fighter;v_f_ss;;weapon;;;;ss;;;;str;b_gui_ig_i_w_swd_004;base, c_fin
ss_g_c_gl_1h_fun;Tarnished Gladius;Fighter;v_f_ss;;weapon;;;;ss;;;;;b_gui_ig_i_w_swd_002;
ss_g_c_gl_1h_low;Crusted Gladius;Fighter;v_f_ss;;weapon;;;;ss;;;;;b_gui_ig_i_w_swd_001;
ss_g_c_sd_1h_avg;Short Sword;Fighter;v_f_ss;;weapon;;;;ss;;;;str;b_gui_ig_i_w_swd_011;base, c_fin, c_mag, c_str, o_avg, o_fin
ss_g_c_st_1h_avg;Short Steel;Fighter;v_f_ss;;weapon;;;;ss;;;;str;b_gui_ig_i_w_swd_010;base, c_fin, o_avg, o_fin
ss_g_c_st_1h_fun;Pitted Short Steel;Fighter;v_f_ss;;weapon;;;;ss;;;;str;b_gui_ig_i_w_swd_008;
ss_ra_g_c_gl_1h_fin;Pain Gladius;Fighter;v_f_ss;;weapon;;;;ss;rare;;;str;b_gui_ig_i_w_swd_101;base
ss_ra_g_c_st_1h_fin;Short Impaler;Fighter;v_f_ss;;weapon;;;;ss;rare;;;str;b_gui_ig_i_w_swd_103;base, o_avg, o_fin
ss_ra_g_o_sd_1h_avg;Masher;Fighter;v_f_ss;;weapon;;;;ss;rare;;;str;b_gui_ig_i_w_swd_107;base, c_fin, c_mag, o_fin
ss_un_gl_rusk;Crude Gladius;Fighter;v_f_ss;;weapon;;excluded;;ss;unique;;;;b_gui_ig_i_w_swd_001;
test_rock_krug;Rock;Ranger;x_excluded;;weapon;;excluded;;;;;;;;
